found_molecular_formula	found_inchi	found_pepmass	found_smiles	found_name	searched_smiles	searched_name	cosine_greedy_score
C17H9NO5	InChI=1S/C17H9NO5/c19-10-2-1-8-3-4-18-15-14(8)17(10)23-11-6-13-12(21-7-22-13)5-9(11)16(15)20/h1-6,19H,7H2	308.05534838799997	O=C1c2cc3c(cc2Oc2c(O)ccc4ccnc1c24)OCO3	NVOOQZOYOMXCTR	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9583377
C17H18N2O2	InChI=1S/C17H18N2O2/c1-19-15-6-4-3-5-14(15)17(20)18-16(19)11-12-7-9-13(21-2)10-8-12/h3-10,16H,11H2,1-2H3,(H,18,20)/t16-/m0/s1	283.144103816	COc1ccc(CC2N=C(O)c3ccccc3N2C)cc1	JSVJSRPGSXVCGE	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9583325
C16H10O5	InChI=1S/C16H10O5/c1-20-15-9-3-2-7-4-8(17)5-12-13(7)14(9)10(6-11(15)18)16(19)21-12/h2-6,17-18H,1H3	283.06009942	COc1c(O)cc2c(=O)oc3cc(O)cc4ccc1c2c43	FHMVNGNRHMPWOI	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9583263
C15H22O5	InChI=1S/C15H22O5/c1-9-3-4-13-7-20-15(18)6-12(13,2)14(17,11(15)16)8-19-10(13)5-9/h5,10-11,16-18H,3-4,6-8H2,1-2H3/t10-,11-,12+,13+,14-,15+/m0/s1	283.153999804	CC1=CC2OCC3(O)C(O)C4(O)CC3(C)C2(CC1)CO4	JQCNBKRASCMEBM	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9581582
C17H18N2O2	InChI=1S/C17H18N2O2/c1-10-17(21-10)9-19-7-6-13(17)16(20)15-12(8-19)11-4-2-3-5-14(11)18-15/h2-5,10,13,18H,6-9H2,1H3	283.144103816	CC1OC12CN1CCC2C(=O)c2[nH]c3ccccc3c2C1	WYWNZEKBMSGMNS	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95768607
C16H10O5	InChI=1S/C16H10O5/c17-8-1-2-9-12(3-8)18-6-11-10-4-14-15(20-7-19-14)5-13(10)21-16(9)11/h1-5,17H,6-7H2	283.06009942	Oc1ccc2c(c1)OCc1c-2oc2cc3c(cc12)OCO3	XCDMHEXDCIXKLK	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.957583
C16H10O5	InChI=1S/C16H10O5/c17-12-4-2-1-3-9(12)11-7-19-13-6-15-14(20-8-21-15)5-10(13)16(11)18/h1-7,17H,8H2	283.06009942	O=c1c(-c2ccccc2O)coc2cc3c(cc12)OCO3	RQDCMWHKWKQKAA	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95744467
C20H18N2O4	InChI=1S/C20H18N2O4/c1-25-15-7-3-13(4-8-15)11-17-19(23)22-18(20(24)21-17)12-14-5-9-16(26-2)10-6-14/h3-12H,1-2H3,(H,21,24)(H,22,23)	351.133933056	COc1ccc(C=c2[nH]c(=O)c(=Cc3ccc(OC)cc3)nc2O)cc1	ZBNXGFORSOSRMQ	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9573002
C13H12N2O	InChI=1S/C13H12N2O/c1-2-9-8-14-15-12(9)7-10-5-3-4-6-11(10)13(15)16/h3-8,14H,2H2,1H3	213.102239004	CCc1c[nH]n2c(=O)c3ccccc3cc12	UZYOAABLDARZHO	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9570657
C16H10O5	InChI=1S/C16H10O5/c17-9-1-3-11-8(5-9)7-20-16-14(19)12-4-2-10(18)6-13(12)21-15(11)16/h1-6,18-19H,7H2	283.06009942	O=C1C=CC2=C3Oc4cc(O)ccc4C(O)=C3OCC2=C1	NGTONVWXPOTJKP	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95695835
C12H9NO3	InChI=1S/C12H9NO3/c1-13-10-3-2-7(14)6-9(10)11(15)8-4-5-16-12(8)13/h2-6,14H,1H3	216.065519148	Cn1c2ccc(O)cc2c(=O)c2ccoc21	USBRXKRFIPTWNC	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.95636296
C20H11ClO4	InChI=1S/C20H11ClO4/c21-13-10-20(12-6-3-7-14(22)18(12)19(13)23)24-15-8-1-4-11-5-2-9-16(25-20)17(11)15/h1-10,22H	351.04186251199997	O=C1C(Cl)=CC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c21	SYPXWDVMBLGFHS	N/A	Kalkitoxin_thioamide_alcohol M+H	0.95626
C16H10O5	InChI=1S/C16H10O5/c1-7-9(17)6-11-13(14(7)18)15(19)12-8-4-2-3-5-10(8)20-16(12)21-11/h2-6,17-18H,1H3	283.06009942	Cc1c(O)cc2oc3oc4ccccc4c3c(=O)c2c1O	FNNDBFKFZOOWCV	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9561434
C13H12N2O	InChI=1S/C13H12N2O/c1-15-6-5-10-11-7-9(16-2)3-4-12(11)14-13(10)8-15/h3-8H,1-2H3	213.102239004	COc1ccc2nc3cn(C)ccc-3c2c1	UXIBWQLCPYHBSH	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9555183
C19H21N3O2	InChI=1S/C19H21N3O2/c1-23-15-7-3-13(4-8-15)11-17-18(22-19(20)21-17)12-14-5-9-16(24-2)10-6-14/h3-10H,11-12H2,1-2H3,(H3,20,21,22)	324.170652912	COc1ccc(Cc2[nH]c(=N)[nH]c2Cc2ccc(OC)cc2)cc1	JIAXZLQLTAUEFZ	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.95526063
C15H22O5	InChI=1S/C15H22O5/c1-8-4-5-9-12(2)7-19-11-10(16)14(8,9)6-15(18,20-11)13(12,3)17/h5,8,10-11,16-18H,4,6-7H2,1-3H3	283.153999804	CC1CC=C2C13CC1(O)OC(OCC2(C)C1(C)O)C3O	ABPRNZFKAHLYNW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95526016
C18H13NO4	InChI=1S/C18H13NO4/c20-18-19-6-5-9-7-12-17(22-8-21-12)14-10-3-1-2-4-11(10)16(23-18)15(19)13(9)14/h1-4,7,15-16H,5-6,8H2/t15-,16-/m0/s1	308.091733896	O=C1OC2c3ccccc3-c3c4c(cc5c3C2N1CC5)OCO4	WQKYWQBDZBTTAJ	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9544574
C18H13NO2S	InChI=1S/C18H13NO2S/c1-22-11-5-4-7-13-16(9-11)21-18(20)17(13)14-10-19-15-8-3-2-6-12(14)15/h2-10,19H,1H3	308.07397565599996	CSc1cccc2c(-c3c[nH]c4ccccc34)c(=O)oc-2c1	VASZTHKPESRUTG	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.95407665
C18H13NO4	InChI=1S/C18H13NO4/c1-22-13-7-9-5-6-19-16-11-4-3-10(20)8-12(11)17(21)15(14(9)16)18(13)23-2/h3-8,20H,1-2H3	308.091733896	COc1cc2ccnc3c2c(c1OC)C(=O)c1cc(O)ccc1-3	YDWCYBHIDYZMRV	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.95388824
C32H36O18	InChI=1S/C32H36O18/c33-9-31(40)10-44-30(26(31)38)46-12-32(41)11-45-29(27(32)39)43-8-21-23(35)24(36)25(37)28(50-21)49-15-2-3-16-19(6-15)42-7-17(22(16)34)14-1-4-18-20(5-14)48-13-47-18/h1-7,21,23-30,33,35-41H,8-13H2	709.197440312	O=c1c(-c2ccc3c(c2)OCO3)coc2cc(OC3OC(COC4OCC(O)(COC5OCC(O)(CO)C5O)C4O)C(O)C(O)C3O)ccc12	HAIVXCMZLDZINO	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95369387
C19H15NO4	InChI=1S/C19H15NO4/c1-20-13-8-10-6-4-5-7-11(10)16-15(13)12(17(21)19(20)22)9-14(23-2)18(16)24-3/h4-9H,1-3H3	322.10738396	COc1cc2c3c(cc4ccccc4c3c1OC)N(C)C(=O)C2=O	AFKGBLKLNRDQFN	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.9536104
C14H6O6	InChI=1S/C14H6O6/c15-5-1-7-11-9(3-5)20-14(18)8-2-6(16)4-10(12(8)11)19-13(7)17/h1-4,15-16H	271.023713912	O=c1oc2cc(O)cc3c(=O)oc4cc(O)cc1c4c23	HMANVBHOIJJXNQ	CC(C)[C@@H](/C=C(\C)/C(=O)O)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CO)N=C(N)N	Cryptomaldamide M+H	0.95340997
C19H17NO3	InChI=1S/C19H17NO3/c1-10-14-8-12(21)3-4-13(14)17-16-11(5-6-20(2)18(10)16)7-15-19(17)23-9-22-15/h3-4,7-8,21H,5-6,9H2,1-2H3	308.128119404	Cc1c2c3c(cc4c(c3c3ccc(O)cc13)OCO4)CCN2C	UZPCLKSZNZUVQA	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9533784
C17H14O4	InChI=1S/C17H14O4/c1-19-12-8-9-13-14(10-12)21-16(17(20-2)15(13)18)11-6-4-3-5-7-11/h3-10H,1-2H3	283.096484928	COc1ccc2c(=O)c(OC)c(-c3ccccc3)oc2c1	CNDZOPXQZSXGSK	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9533218
C14H17NO	InChI=1S/C14H17NO/c1-4-10(2)13-9-14(16)11-7-5-6-8-12(11)15(13)3/h5-10H,4H2,1-3H3	216.138290164	CCC(C)c1cc(=O)c2ccccc2n1C	UMZNMQHWLGXERT	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.9530076
C14H12O2	InChI=1S/C14H12O2/c15-13-8-12(9-14(16)10-13)7-6-11-4-2-1-3-5-11/h1-10,15-16H/b7-6-	213.09100562400002	Oc1cc(O)cc(C=Cc2ccccc2)c1	YCVPRTHEGLPYPB	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9527406
C14H12O2	InChI=1S/C14H12O2/c15-11-5-6-13-10(7-11)2-1-9-3-4-12(16)8-14(9)13/h3-8,15-16H,1-2H2	213.09100562400002	Oc1ccc2c(c1)CCc1ccc(O)cc1-2	JZKXCYZTAGMLRB	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9524735
C28H20Cl2O4	InChI=1S/C28H20Cl2O4/c29-24-11-16-10-23(28(34)25(30)12-16)22-9-15(2-8-26(22)32)1-3-17-13-19(31)5-7-20(17)21-6-4-18(24)14-27(21)33/h2,4-14,31-34H,1,3H2	491.08114048	Oc1ccc2c(c1)CCc1ccc(O)c(c1)-c1cc(cc(Cl)c1O)C=C(Cl)c1ccc-2c(O)c1	CKMYJCBTJCAETK	N/A	Antillatoxin B (red) M+H	0.95233285
C35H45NO12	InChI=1S/C35H45NO12/c1-14-8-7-9-20(12-37)35(48)36-22-11-23(39)24-25(32(45)19(6)33(46)26(24)34(22)47)28(41)15(2)10-21(13-38)31(44)18(5)30(43)17(4)29(42)16(3)27(14)40/h7-11,14,16-18,21,27,29-31,37-38,40,42-46H,12-13H2,1-6H3,(H,36,48)/b8-7+,15-10+,20-9+	672.3014518800002	CC1=CC(CO)C(O)C(C)C(O)C(C)C(O)C(C)C(O)C(C)C=CC=C(CO)C(O)=NC2=CC(=O)c3c(c(O)c(C)c(O)c3C2=O)C1=O	IAOQDOADNPZWMS	CCCCCC1OC(=O)[C@H](C(C)CC)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](OC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](NC(=O)C1C)C(C)C)C(C)C	Antanapeptin C M+Na	0.9520192
C18H17N3O2	InChI=1S/C18H17N3O2/c1-4-10(2)15-18(22)21-8-6-12-14-11(5-7-19-12)9-13(23-3)16(20-15)17(14)21/h5-10H,4H2,1-3H3	308.13935278400004	CCC(C)c1nc2c(OC)cc3ccnc4ccn(c1=O)c2c34	KQIMIOLOUJLEFD	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.95180565
C19H17NO3	InChI=1S/C19H17NO3/c1-20-6-5-11-9-16-19(23-10-22-16)18-14-4-3-13(21-2)7-12(14)8-15(20)17(11)18/h3-4,7-9H,5-6,10H2,1-2H3	308.128119404	COc1ccc2c(c1)cc1c3c(cc4c(c32)OCO4)CCN1C	WQKWRKGCEATEEI	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.95166695
C19H17NO3	InChI=1S/C19H17NO3/c1-20-8-7-13-15-14(20)9-11-5-3-4-6-12(11)16(15)18-19(17(13)21-2)23-10-22-18/h3-6,9H,7-8,10H2,1-2H3	308.128119404	COc1c2c(c3c4c(cc5ccccc53)N(C)CCc14)OCO2	VQOWFNUMBHRHJU	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.95163685
C18H13NO4	InChI=1S/C18H13NO4/c1-9-3-10-4-11(21-2)5-13-12-6-15-16(23-8-22-15)7-14(12)18(20)19(9)17(10)13/h3-7H,8H2,1-2H3	308.091733896	COc1cc2cc(C)n3c(=O)c4cc5c(cc4c(c1)c23)OCO5	VNGXAACSTLPKAN	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9516273
C18H13NO4	InChI=1S/C18H13NO4/c1-19-12-7-9-5-3-4-6-10(9)15-14(12)11(16(21)18(19)22)8-13(20)17(15)23-2/h3-8,20H,1-2H3	308.091733896	COc1c(O)cc2c3c(cc4ccccc4c13)N(C)C(=O)C2=O	JGDZUWXHWYXMSD	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9516067
C15H16O	InChI=1S/C15H16O/c1-10-3-4-11(2)14-9-15-12(7-8-16-15)5-6-13(10)14/h3-4,7-8H,5-6,9H2,1-2H3	213.127391132	Cc1ccc(C)c2c1CCc1ccoc1C2	JRTMWUAPYIQOCH	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.951571
C18H11NO5	InChI=1S/C18H11NO5/c1-21-11-3-2-9-4-5-19-16-15(9)18(11)24-12-7-14-13(22-8-23-14)6-10(12)17(16)20/h2-7H,8H2,1H3	322.070998452	COc1ccc2ccnc3c2c1Oc1cc2c(cc1C3=O)OCO2	RWQJTWHGCWFHPH	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.9514218
C28H20Cl2O4	InChI=1S/C28H20Cl2O4/c29-23-14-22-19-13-24(30)28(34)11-17(19)5-1-15-3-7-25(31)20(9-15)21-10-16(4-8-26(21)32)2-6-18(23)12-27(22)33/h2-4,6-14,31-34H,1,5H2	491.08114048	Oc1cc2c(cc1Cl)-c1cc(Cl)c(cc1O)C=Cc1ccc(O)c(c1)-c1cc(ccc1O)CC2	SAIWRJCEKYTPJT	N/A	Antillatoxin B (red) M+H	0.95105726
C18H22N2O	InChI=1S/C18H22N2O/c1-3-12-4-7-17-18-15(8-9-20(17)11-12)14-6-5-13(21-2)10-16(14)19-18/h3,5-6,10,17,19H,4,7-9,11H2,1-2H3/b12-3+	283.180489324	CC=C1CCC2c3[nH]c4cc(OC)ccc4c3CCN2C1	XVAJCZFMRGTGCY	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95076555
C12H14BrN5O	InChI=1S/C12H14BrN5O/c1-16-10-12(15-11(16)14)3-2-4-18(12)9(19)8-5-7(13)6-17(8)10/h5-6,10H,2-4H2,1H3,(H2,14,15)	324.045448168	CN1C(=N)NC23CCCN2C(=O)c2cc(Br)cn2C13	XYRKSMKGSUOJPT	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9507293
C21H22N2O3	InChI=1S/C21H22N2O3/c24-17-9-16-18-13-10-21(25)20(6-7-22(21)11-12(13)5-8-26-16)14-3-1-2-4-15(14)23(17)19(18)20/h1-5,13,16,18-19,25H,6-11H2	351.170318564	O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46O	HCCFPODVEOBUMM	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9507051
C18H22N2O	InChI=1S/C18H22N2O/c1-20-8-6-15-14(11-20)7-9-21-12-16(15)18-10-13-4-2-3-5-17(13)19-18/h2-5,7,10,15-16,19H,6,8-9,11-12H2,1H3	283.180489324	CN1CCC2C(=CCOCC2c2cc3ccccc3[nH]2)C1	SJAKWGDNLJZDSV	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.95026463
C19H21N3O	InChI=1S/C19H21N3O/c1-11-12-6-4-9-22-10-8-14-13-5-2-3-7-15(13)21-17(14)16(18(12)22)19(23)20-11/h2-3,5-7,11,16,18,21H,4,8-10H2,1H3,(H,20,23)	308.175738292	CC1N=C(O)C2c3[nH]c4ccccc4c3CCN3CCC=C1C23	PLEVOJMDNFPZJV	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9501667
C18H13NO4	InChI=1S/C18H13NO4/c1-22-17-11-7-8-19-14-12(11)13(18(23-2)16(17)21)9-5-3-4-6-10(9)15(14)20/h3-8,19H,1-2H3	308.091733896	COc1c(=O)c(OC)c2c3ccccc3c(=O)c3[nH]ccc1c32	TZZAPJXFLCXBHT	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9498895
C18H22N2O	InChI=1S/C18H22N2O/c1-3-12-4-7-17-18-14(8-9-20(17)11-12)15-10-13(21-2)5-6-16(15)19-18/h3,5-6,10,17,19H,4,7-9,11H2,1-2H3	283.180489324	CC=C1CCC2c3[nH]c4ccc(OC)cc4c3CCN2C1	VIDIFMROPRGMQN	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.94948703
C18H22N2O	InChI=1S/C18H22N2O/c1-3-12-10-20-9-8-15(12)18(2,21)17-14(11-20)13-6-4-5-7-16(13)19-17/h3-7,15,19,21H,8-11H2,1-2H3/b12-3-	283.180489324	CC=C1CN2CCC1C(C)(O)c1[nH]c3ccccc3c1C2	PZYMRTAVKVZYMI	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.949225
C17H14O4	InChI=1S/C17H14O4/c1-19-11-5-9-3-4-10-6-13(18)17(20-2)12-8-21-14(7-11)16(9)15(10)12/h3-7,18H,8H2,1-2H3	283.096484928	COc1cc2c3c(ccc4cc(O)c(OC)c(c43)CO2)c1	JUXGBQIIXCBKIW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9489805
C17H14O4	InChI=1S/C17H14O4/c1-19-12-8-15(20-2)17-13(18)10-14(21-16(17)9-12)11-6-4-3-5-7-11/h3-10H,1-2H3	283.096484928	COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1	JRFZSUMZAUHNSL	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9488141
C20H14O6	InChI=1S/C20H14O6/c1-22-14-6-5-11-12-4-3-10-7-15-16(25-9-24-15)8-13(10)18(12)26-20(21)17(11)19(14)23-2/h3-8H,9H2,1-2H3	351.08631416800006	COc1ccc2c(c1OC)c(=O)oc1c3cc4c(cc3ccc21)OCO4	AOYQXCYLRJFNFX	N/A	Kalkitoxin_thioamide_alcohol M+H	0.948519
C17H14O4	InChI=1S/C17H14O4/c1-19-12-9-6-10-13-14(12)15(18)17(20-2)16(21-13)11-7-4-3-5-8-11/h3-10H,1-2H3	283.096484928	COc1c(-c2ccccc2)oc2cccc(OC)c2c1=O	MLYYOHQNXPDGGV	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9483262
C16H10O5	InChI=1S/C16H10O5/c17-11-3-1-9(2-4-11)12-5-10-6-14-15(20-8-19-14)7-13(10)21-16(12)18/h1-7,17H,8H2	283.06009942	O=c1oc2cc3c(cc2cc1-c1ccc(O)cc1)OCO3	QMWXDXCJUQAKSW	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9480438
C15H16O	InChI=1S/C15H16O/c1-10-3-4-13-9-15-12(7-8-16-15)5-6-14(13)11(10)2/h3-4,7-8H,5-6,9H2,1-2H3	213.127391132	Cc1ccc2c(c1C)CCc1ccoc1C2	VCIIUHSCOAPHTC	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.947918
C19H10BrN3O2	InChI=1S/C19H10BrN3O2/c1-23-8-13-12(7-15(23)24)17-16-11(4-5-21-18(16)19(13)25)10-3-2-9(20)6-14(10)22-17/h2-8H,1H3	392.00291466	Cn1cc2c(cc1=O)-c1nc3cc(Br)ccc3c3ccnc(c13)C2=O	NDODPNOMKZOOCC	CCCCCCC[C@@H](C/C=C/CCC(=O)NC/C(=C/Cl)/C1=CCCCC1=O)OC	Malyngamide K M+H	0.9478403
C19H17NO4	InChI=1S/C19H17NO4/c1-20-7-14-11-4-17-16(21-8-22-17)3-10(11)2-15(20)13-6-19-18(5-12(13)14)23-9-24-19/h3-6,14-15H,2,7-9H2,1H3	324.123034024	CN1CC2c3cc4c(cc3CC1c1cc3c(cc12)OCO3)OCO4	VCIZOTXPSIGTKG	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9477107
C9H7N	InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H	130.06512522399998	c1ccc2ncccc2c1	SMWDFEZZVXVKRB	N/A	Salinisporazine A M+H	0.9476792
C20H14O6	InChI=1S/C20H14O6/c1-23-13-7-3-11-5-9-15(21)25-19(11)17(13)18-14(24-2)8-4-12-6-10-16(22)26-20(12)18/h3-10H,1-2H3	351.08631416800006	COc1ccc2ccc(=O)oc2c1-c1c(OC)ccc2ccc(=O)oc12	IOLIWNMGVYEBIW	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9470722
C15H11Br2N3	InChI=1S/C15H11Br2N3/c16-10-6-9-8-3-5-19-15(12-2-1-4-18-12)14(8)20-13(9)7-11(10)17/h3,5-7,20H,1-2,4H2	391.939247552	Brc1cc2[nH]c3c(C4=NCCC4)nccc3c2cc1Br	CEVXPWCTZXWSHH	CCCCCCC[C@@H](C/C=C/CCC(=O)NC/C(=C/Cl)/C1=CCCCC1=O)OC	Malyngamide K M+H	0.9470646
C19H15NO4	InChI=1S/C19H15NO4/c1-22-15-8-11-6-13-17-10(4-5-20-13)7-16(23-2)19(24-3)18(17)12(11)9-14(15)21/h4-9H,1-3H3	322.10738396	COC1=Cc2cc3nccc4cc(OC)c(OC)c(c2=CC1=O)c43	DWSNXWGIIILRQU	CCCCCCC/C=C(\C)/[C@H]([C@@H](C)C(=O)N1CCC[C@H]1C(=O)O)O	Tumonoic acid A M+H	0.94706446
C21H22N2O3	InChI=1S/C21H22N2O3/c1-3-20-12-21(19(24)25-2)23-15-7-5-4-6-13(15)14-8-10-22(18(20)17(14)23)11-9-16(20)26-21/h4-7,9,11,16,18H,3,8,10,12H2,1-2H3	351.170318564	CCC12CC3(C(=O)OC)OC1C=CN1CCc4c(n3c3ccccc43)C12	QMWSDSZPXGRFNN	N/A	Kalkitoxin_thioamide_alcohol M+H	0.94678503
C27H28O14	InChI=1S/C27H28O14/c28-9-27(34)10-37-26(24(27)33)36-8-19-21(30)22(31)23(32)25(41-19)40-13-2-3-14-17(6-13)35-7-15(20(14)29)12-1-4-16-18(5-12)39-11-38-16/h1-7,19,21-26,28,30-34H,8-11H2	577.155181576	O=c1c(-c2ccc3c(c2)OCO3)coc2cc(OC3OC(COC4OCC(O)(CO)C4O)C(O)C(O)C3O)ccc12	SVQBRVBLPQENOT	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9464633
C21H22N2O3	InChI=1S/C21H22N2O3/c24-17-10-21(25)18-13-9-16-20(6-7-22(16)11-12(13)5-8-26-21)14-3-1-2-4-15(14)23(17)19(18)20/h1-5,13,16,18-19,25H,6-11H2/t13-,16-,18+,19-,20+,21-/m0/s1	351.170318564	O=C1CC2(O)OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46	RBPYESYHNGPHER	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9462083
