found_molecular_formula	found_inchi	found_pepmass	found_smiles	found_name	searched_smiles	searched_name	cosine_greedy_score
C20H21NO4	InChI=1S/C20H21NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,8-9,16H,5-7,10-11H2,1-2H3/t16-/m1/s1	340.154334152	COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4	VZTUIEROBZXUFA	N/A	Curazole in 3L M+H	0.9159869
C18H18O3	InChI=1S/C18H18O3/c1-10-7-13-12(8-16(10)21-4)11-5-6-17(20)18(2,3)14(11)9-15(13)19/h5-9,19H,1-4H3	283.13287043599996	COc1cc2c3c(cc(O)c2cc1C)C(C)(C)C(=O)C=C3	LHHLMRGWOMWQSU	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9158403
C20H20O7	InChI=1S/C20H20O7/c1-22-12-6-8-15(24-3)20(26-5)18(12)16-10-11(21)17-13(27-16)7-9-14(23-2)19(17)25-4/h6-10H,1-5H3	373.12817898	COc1ccc(OC)c(-c2cc(=O)c3c(OC)c(OC)ccc3o2)c1OC	KHAJXTXUCWNYAU	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9157017
C15H14ClNO4	InChI=1S/C15H14ClNO4/c1-2-3-4-9-10(18)6-11-13(14(9)19)15(20)17-7-8(16)5-12(17)21-11/h5-7,18-19H,2-4H2,1H3	308.068411608	CCCCc1c(O)cc2oc3cc(Cl)cn3c(=O)c2c1O	QCTQDKVWFWZZIU	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.91569936
C20H21NO4	InChI=1S/C20H21NO4/c1-21-9-15-12-6-20-19(24-10-25-20)5-11(12)4-16(21)14-8-18(23-3)17(22-2)7-13(14)15/h5-8,15-16H,4,9-10H2,1-3H3/t15-,16+/m1/s1	340.154334152	COc1cc2c(cc1OC)C1Cc3cc4c(cc3C2CN1C)OCO4	JAMSSQRMJLGLRL	N/A	Curazole in 3L M+H	0.9152579
C19H17NO3	InChI=1S/C19H17NO3/c1-19(2)13-8-11(21)3-4-12(13)16-15-10(5-6-20-18(15)19)7-14-17(16)23-9-22-14/h3-4,7-8,21H,5-6,9H2,1-2H3	308.128119404	CC1(C)C2=NCCc3cc4c(c(c32)-c2ccc(O)cc21)OCO4	ACEGJFAVMPCJIT	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9151444
C21H18O5	InChI=1S/C21H18O5/c1-21(2)9-8-14-16(26-21)10-17(24-3)18-19(23)15(11-25-20(14)18)12-4-6-13(22)7-5-12/h4-11,22H,1-3H3	351.12269967599997	COc1cc2c(c3occ(-c4ccc(O)cc4)c(=O)c13)C=CC(C)(C)O2	YHHXGURSYSXKNO	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9151187
C18H13NO4	InChI=1S/C18H13NO4/c1-22-14-7-9-5-6-19-17-11-8-13(21)12(20)4-3-10(11)16(15(9)17)18(14)23-2/h3-8H,1-2H3,(H,20,21)	308.091733896	COc1cc2ccnc3c2c(c1OC)-c1ccc(O)c(=O)cc1-3	PIHFTDWSUXZRDI	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.91506153
C22H22O4	InChI=1S/C22H22O4/c1-23-17-12-10-16(11-13-17)20-19(24-2)14-18(15-8-6-5-7-9-15)21(25-3)22(20)26-4/h5-14H,1-4H3	351.159085184	COc1ccc(-c2c(OC)cc(-c3ccccc3)c(OC)c2OC)cc1	WCTFDPFXPSTRGM	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9149797
C18H18O3	InChI=1S/C18H18O3/c1-20-15-9-14-8-13(12-6-4-3-5-7-12)10-16(19)18(14)17(11-15)21-2/h3-7,9,11,13H,8,10H2,1-2H3	283.13287043599996	COc1cc2c(c(OC)c1)C(=O)CC(c1ccccc1)C2	ZKZNOFYUBQQVPQ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.91489816
C15H17N5O5	InChI=1S/C15H17N5O5/c21-5-9-11(22)12(23)15(25-9)20-7-19-10-13(17-6-18-14(10)20)16-4-8-2-1-3-24-8/h1-3,6-7,9,11-12,15,21-23H,4-5H2,(H,16,17,18)	348.130244644	OCC1OC(n2cnc3c(NCc4ccco4)ncnc32)C(O)C1O	CAGLGYNQQSIUGX	C/C=C(/C)\C(=O)OCC1=NC=CC2=C1C(=O)C(=C(C2=O)C)OC	Renierone M+H	0.9148495
C20H21NO3	InChI=1S/C20H21NO3/c1-20(2)13-8-6-5-7-11(13)14-15-12(9-10-21-19(15)20)16(22)18(24-4)17(14)23-3/h5-8,22H,9-10H2,1-4H3	324.159419532	COc1c(O)c2c3c(c1OC)-c1ccccc1C(C)(C)C3=NCC2	YTTDLMVIUJPIDA	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9147535
C7H11Br	InChI=1S/C7H11Br/c8-6-7-4-2-1-3-5-7/h2,4,7H,1,3,5-6H2	175.01168845200002	BrCC1C=CCCC1	NRDIHSPUUCHBQG	N/A	Janthielamide M+H	0.9138487
C20H21NO4	InChI=1S/C20H21NO4/c1-21-9-15-12-6-18(23-3)17(22-2)5-11(12)4-16(21)14-8-20-19(7-13(14)15)24-10-25-20/h5-8,15-16H,4,9-10H2,1-3H3	340.154334152	COc1cc2c(cc1OC)C1CN(C)C(C2)c2cc3c(cc21)OCO3	CHGJYZLWIIUFAG	N/A	Curazole in 3L M+H	0.9137554
C20H20O7	InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-13(27-17)10-14(23-2)18(24-3)19(15)25-4/h6-10H,1-5H3	373.12817898	COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1	OWNRDLYPIYHOQK	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9136248
C19H17NO5	InChI=1S/C19H17NO5/c1-24-17-6-10-3-4-20-14(12(10)8-15(17)21)5-11-7-18(25-2)16(22)9-13(11)19(20)23/h5-9,21-22H,3-4H2,1-2H3	340.117948644	COc1cc2c(cc1O)-c1cc3cc(OC)c(O)cc3c(=O)n1CC2	UCWPLDKBESNIMB	N/A	Curazole in 3L M+H	0.91319144
C19H17NO3	InChI=1S/C19H17NO3/c1-10(2)15-8-12-16(23-15)9-14(21)17-18(12)20(3)13-7-5-4-6-11(13)19(17)22/h4-7,9,15,21H,1,8H2,2-3H3	308.128119404	C=C(C)C1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1	FHAGACMCMQYSNX	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9131327
C20H20O7	InChI=1S/C20H20O7/c1-9-17(25-4)10(2)19-14(18(9)26-5)15(22)16(23)20(27-19)11-6-7-13(24-3)12(21)8-11/h6-8,21,23H,1-5H3	373.12817898	COc1ccc(-c2oc3c(C)c(OC)c(C)c(OC)c3c(=O)c2O)cc1O	VPAIXOXPXDUQFF	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9130488
C35H43NO12	InChI=1S/C35H43NO12/c1-13-8-7-9-19(12-37)34(46)36-21-11-22(38)23-24(30(43)16(4)31(44)25(23)32(21)45)27(40)14(2)10-20-29(42)18(6)33(48-35(20)47)17(5)28(41)15(3)26(13)39/h7-11,13,15,17-18,20,26,28-29,33,35,37,39,41-44,47H,12H2,1-6H3,(H,36,46)/b8-7+,14-10+,19-9-/t13-,15+,17+,18+,20?,26-,28+,29+,33-,35?/m0/s1	670.285801816	CC1=CC2C(O)OC(C(C)C(O)C(C)C(O)C(C)C=CC=C(CO)C(O)=NC3=CC(=O)c4c(c(O)c(C)c(O)c4C3=O)C1=O)C(C)C2O	NZERIUXDYBBUIR	CCC(C)[C@@H]1N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](OC(=O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](NC(=O)C(C)C(CCCC=C)OC1=O)C(C)C)C(C)C	Antanapeptin B M+Na	0.9127422
C22H20N4O2	InChI=1S/C22H20N4O2/c27-21-19(9-13-11-23-17-7-3-1-5-15(13)17)25-22(28)20(26-21)10-14-12-24-18-8-4-2-6-16(14)18/h1-8,11-12,19-20,23-24H,9-10H2,(H,25,28)(H,26,27)	373.16590188	OC1=NC(Cc2c[nH]c3ccccc23)C(O)=NC1Cc1c[nH]c2ccccc12	DNHODRZUCGXYKU	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9126079
C21H15NO6	InChI=1S/C21H15NO6/c1-22-7-12-17(13(24-2)6-15-20(12)27-8-26-15)11-4-3-10-5-14-21(28-9-25-14)19(23)16(10)18(11)22/h3-7H,8-9H2,1-2H3	378.0972132	COc1cc2c(c3c1=c1ccc4c(c1N(C)C=3)C(=O)C1=C(C=4)OCO1)OCO2	DCIJFYKRXUHGTR	N/A	Malyngamide U/V/W M+H	0.91239136
C19H17NO3	InChI=1S/C19H17NO3/c1-21-18-11-14(20-16-5-3-2-4-15(16)18)8-6-13-7-9-17-19(10-13)23-12-22-17/h2-5,7,9-11H,6,8,12H2,1H3	308.128119404	COc1cc(CCc2ccc3c(c2)OCO3)nc2ccccc12	RIXOVHWIYRZQDC	CCCCC(C)\C=C(/C)C(O)C(C)C(=O)N1CCC[C@H]1C(O)=O	Tumonoic acid E M+H	0.9123186
C11H16O4	InChI=1S/C11H16O4/c1-7(13-2)8-5-9(14-3)11(12)10(6-8)15-4/h5-7,12H,1-4H3	213.112134992	COc1cc(C(C)OC)cc(OC)c1O	PRTXDTYLDLUMGX	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9122706
C15H22O5	InChI=1S/C15H22O5/c1-8-5-19-15(18)7-14-11(20-14)4-10(16)9(2)12(14,3)6-13(8,15)17/h8-9,11,17-18H,4-7H2,1-3H3	283.153999804	CC1C(=O)CC2OC23CC2(O)OCC(C)C2(O)CC13C	NEDVPEVDLIBSRN	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9119436
C12H14O	InChI=1S/C12H14O/c1-8-3-5-12-9(2)7-10(13)4-6-11(8)12/h4,6-8H,3,5H2,1-2H3	175.111741068	Cc1cc(=O)ccc2c1CCC2C	MDFATIDEXXOYPV	N/A	Janthielamide M+H	0.9116074
C11H10O2	InChI=1S/C11H10O2/c1-7-11(13-7)9-2-3-10-8(6-9)4-5-12-10/h2-7,11H,1H3	175.07535556	CC1OC1c1ccc2occc2c1	QNPBZDDBJFIHAB	N/A	Janthielamide M+H	0.9114928
C19H16O8	InChI=1S/C19H16O8/c1-22-13-7-12-15(18(24-3)17(13)23-2)16(20)14(19(21)27-12)9-4-5-10-11(6-9)26-8-25-10/h4-7,20H,8H2,1-3H3	373.09179347199995	COc1cc2oc(=O)c(-c3ccc4c(c3)OCO4)c(O)c2c(OC)c1OC	YSLIYOFBTRWGSD	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9113822
C21H18O5	InChI=1S/C21H18O5/c1-21(2)9-8-14-16(26-21)10-17-18(20(14)24-3)19(23)15(11-25-17)12-4-6-13(22)7-5-12/h4-11,22H,1-3H3	351.12269967599997	COc1c2c(cc3occ(-c4ccc(O)cc4)c(=O)c13)OC(C)(C)C=C2	GIVRDLOWBBXCNM	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9113246
C20H20O7	InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(24-3)10-17(25-4)19(26-5)20(18)27-14/h6-10H,1-5H3	373.12817898	COc1ccc(-c2cc(=O)c3c(OC)cc(OC)c(OC)c3o2)cc1OC	UYCWETIUOAGWIL	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9112922
C17H14O4	InChI=1S/C17H14O4/c18-11-8-10(7-6-9-4-2-1-3-5-9)19-13-12(11)14-16(20-14)17-15(13)21-17/h1-5,8,14-17H,6-7H2	283.096484928	O=c1cc(CCc2ccccc2)oc2c1C1OC1C1OC21	HQTOFCYSFLUIEQ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.911135
C20H14O6	InChI=1S/C20H14O6/c1-22-15-7-10-9-25-20-17(21)12-3-4-14-11(5-6-24-14)18(12)26-19(20)13(10)8-16(15)23-2/h3-8H,9H2,1-2H3	351.08631416800006	COc1cc2c(cc1OC)-c1oc3c(ccc4occc43)c(=O)c1OC2	FDQLVTSWVRTUEU	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9110063
C30H14Cl2O8	InChI=1S/C30H14Cl2O8/c1-5-3-7(33)11-13-9(5)10-6(2)4-8(34)12-14(10)16-15(13)17-19(27(37)23(31)29(39)21(17)25(11)35)20-18(16)22(26(12)36)30(40)24(32)28(20)38/h3-4,35-40H,1-2H3	573.0138487680001	Cc1cc(=O)c2c(O)c3c(O)c(Cl)c(O)c4c5c(O)c(Cl)c(O)c6c(O)c7c(=O)cc(C)c8c1c2c(c34)c(c65)c78	GVMGQHHCKWJOTF	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)OC(=O)[C@H](C)OC(=O)C(C)(C)[C@@H](CCC)OC(=O)[C@@H](NC(=O)[C@@H](C(C)C)N(C)C2=O)C(C)C	Palmyramide A M+H	0.91095257
C15H16O	InChI=1S/C15H16O/c1-15-10-3-2-5-11(15)8-9-12-13(15)6-4-7-14(12)16/h4,6-9H,2-3,5,10H2,1H3/t15-/m0/s1	213.127391132	CC12CCCCC1=CC=C1C(=O)C=CC=C12	AHCCSFZXRLQQHD	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.91089547
C19H13ClO6	InChI=1S/C19H13ClO6/c1-22-17-9(20)3-4-10-14(17)16(21)15-12(25-10)7-11-13(18(15)23-2)8-5-6-24-19(8)26-11/h3-8,19H,1-2H3/t8-,19+/m1/s1	373.04734181599997	COc1c(Cl)ccc2oc3cc4c(c(OC)c3c(=O)c12)C1C=COC1O4	POXKBPUNCDMQMW	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9108887
C20H14Br2N4O	InChI=1S/C20H14Br2N4O/c21-10-1-3-12-14(7-23-16(12)5-10)18-9-25-20(26-18)19(27)15-8-24-17-6-11(22)2-4-13(15)17/h1-8,18,23-24H,9H2,(H,25,26)/t18-/m0/s1	484.960711268	O=C(C1=NC(c2c[nH]c3cc(Br)ccc23)CN1)c1c[nH]c2cc(Br)ccc12	YFOAHBJMHACINK	CC1=C(OC2=C(C1=O)C(=C(C(=C2OC)OC)OC)OC(=O)C)/C=C/C3=CC(=CC(=C3)OC(=O)C)OC(=O)C	Hormothamnione_triacetate M+H	0.9107143
C21H18O5	InChI=1S/C21H18O5/c1-21(2)9-8-14-19-15(10-17(24-3)20(14)26-21)18(23)16(11-25-19)12-4-6-13(22)7-5-12/h4-11,22H,1-3H3	351.12269967599997	COc1cc2c(=O)c(-c3ccc(O)cc3)coc2c2c1OC(C)(C)C=C2	KUBLDNUEYZTNOH	N/A	Kalkitoxin_thioamide_alcohol M+H	0.91061217
C18H18O3	InChI=1S/C18H18O3/c1-10-6-13-12(8-15(10)19)7-11-4-5-17(21)18(2,3)14(11)9-16(13)20/h4-8,14,19H,9H2,1-3H3	283.13287043599996	Cc1cc2c(cc1O)C=C1C=CC(=O)C(C)(C)C1CC2=O	QLUGKLSOYXIDKZ	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9103837
C11H14N2	InChI=1S/C11H14N2/c1-13-8-3-2-6-11(13)10-5-4-7-12-9-10/h2-5,7,9,11H,6,8H2,1H3	175.12297444799995	CN1CC=CCC1c1cccnc1	ATWWUVUOWMJMTM	N/A	Janthielamide M+H	0.9103147
C21H26N6O4S2	InChI=1S/C21H26N6O4S2/c1-5-9(2)15-21-26-13(8-33-21)17(29)22-10(3)19-24-12(6-31-19)16(28)23-11(4)20-25-14(7-32-20)18(30)27-15/h6,8-11,14-15H,5,7H2,1-4H3,(H,22,29)(H,23,28)(H,27,30)/t9-,10-,11+,14+,15+/m0/s1	491.152971312	CCC(C)C1N=C(O)C2CSC(=N2)C(C)N=C(O)c2coc(n2)C(C)N=C(O)c2csc1n2	VSGYUYYHFCZFRA	N/A	Antillatoxin B (red) M+H	0.91005105
C20H21NO4	InChI=1S/C20H21NO4/c1-21-15-5-12-7-19-20(25-10-24-19)9-14(12)16(21)4-11-6-17(22-2)18(23-3)8-13(11)15/h6-9,15-16H,4-5,10H2,1-3H3	340.154334152	COc1cc2c(cc1OC)C1Cc3cc4c(cc3C(C2)N1C)OCO4	YTZIQRTXKBDFKM	N/A	Curazole in 3L M+H	0.9098644
C12H11Br2N5O	InChI=1S/C12H11Br2N5O/c1-19-4-6(17-12(19)15)5-2-3-16-11(20)9-7(5)8(13)10(14)18-9/h2,4,18H,3H2,1H3,(H2,15,17)(H,16,20)	399.94031017199995	Cn1cc(C2=CCNC(=O)c3[nH]c(Br)c(Br)c32)[nH]c1=N	VITJFMVSWQTFHO	CCCCCCC[C@@H](C/C=C/CCC(=O)NCCC(=C)[C@]12[C@H](O1)CC=C(C2=O)C)OC	Malyngamide_H M+H	0.90986294
C20H21NO3	InChI=1S/C20H21NO3/c1-24-16-12-10-14(11-13-16)6-3-2-4-7-15-8-5-9-17-18(15)19(22)20(23)21-17/h5,8-13H,2-4,6-7H2,1H3,(H,21,22,23)	324.159419532	COc1ccc(CCCCCc2cccc3c2C(=O)C(=O)N3)cc1	NTHUKVMZUHUQHG	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9097868
C17H14O4	InChI=1S/C17H14O4/c1-9-8-12(18)13-14(15(9)19)17(21-3)11-7-5-4-6-10(11)16(13)20-2/h4-8H,1-3H3	283.096484928	COc1c2c(c(OC)c3ccccc13)C(=O)C(C)=CC2=O	CGKURDDUNHIEID	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9097004
C20H18N2O4	InChI=1S/C20H18N2O4/c1-25-15-8-10(2-4-13(15)23)19-18-17-14(26-19)5-3-12-16(17)11(9-22-12)6-7-21-20(18)24/h2-5,8-9,18-19,22-23H,6-7H2,1H3,(H,21,24)	351.133933056	COc1cc(C2Oc3ccc4[nH]cc5c4c3C2C(O)=NCC5)ccc1O	GEJUXZYANAYHRZ	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9096155
C30H14Cl2O8	InChI=1S/C30H14Cl2O8/c1-5-3-7(33)11-13-9(5)10-6(2)4-8(34)12-14(10)16-15(13)17-19(27(37)23(31)29(39)21(17)25(11)35)20-18(16)22(26(12)36)30(40)24(32)28(20)38/h3-4,33-34,37-40H,1-2H3	573.0138487680001	Cc1cc(O)c2c(=O)c3c(O)c(Cl)c(O)c4c5c(O)c(Cl)c(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65	LSIBZKFIGHWSFC	[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)OC(=O)[C@H](C)OC(=O)C(C)(C)[C@@H](CCC)OC(=O)[C@@H](NC(=O)[C@@H](C(C)C)N(C)C2=O)C(C)C	Palmyramide A M+H	0.9092447
C11H10O2	InChI=1S/C11H10O2/c1-8(2)3-4-9-7-10(12)5-6-11(9)13/h5-7,12-13H,1H2,2H3	175.07535556	C=C(C)C#Cc1cc(O)ccc1O	ZUEGEPDZNAILQJ	N/A	Janthielamide M+H	0.90914214
C19H13ClO6	InChI=1S/C19H13ClO6/c1-22-11-7-12-13(8-5-6-24-19(8)26-12)18-15(11)16(21)14-10(25-18)4-3-9(20)17(14)23-2/h3-8,19H,1-2H3	373.04734181599997	COc1c(Cl)ccc2oc3c4c(cc(OC)c3c(=O)c12)OC1OC=CC41	APFREBNCQQCNPC	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9085977
C18H13NO5	InChI=1S/C18H13NO5/c1-23-9-4-3-8-5-12-14-11(16(21)18(22)19-12)7-13(20)17(24-2)15(14)10(8)6-9/h3-7,20H,1-2H3,(H,19,22)	324.08664851599997	COc1ccc2cc3c4c(cc(O)c(OC)c4c2c1)C(=O)C(=O)N3	GFUNSAYRGGSYID	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.9085133
C17H14O4	InChI=1S/C17H14O4/c18-13-8-9-14(19)17-16(13)15(20)10-12(21-17)7-6-11-4-2-1-3-5-11/h1-5,8-10,18-19H,6-7H2	283.096484928	O=c1cc(CCc2ccccc2)oc2c(O)ccc(O)c12	NKMJZJDVLMDPGO	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9082734
C26H20N2O2	InChI=1S/C26H20N2O2/c1-13-11-17-15-7-3-5-9-19(15)27-23(17)21(25(13)29)22-24-18(12-14(2)26(22)30)16-8-4-6-10-20(16)28-24/h3-12,27-30H,1-2H3	393.15975388	Cc1cc2c([nH]c3ccccc32)c(-c2c(O)c(C)cc3c2[nH]c2ccccc23)c1O	BZVSIHKEOLSGNL	C[C@H]1C=CC(=O)N1C(=O)/C=C(\CCNC(=O)CC/C=C/C(C)CC/C(=C/Cl)/CCCC#C)/OC	Jamaicamide B M+H	0.9078291
C19H17NO4	InChI=1S/C19H17NO4/c1-19-16-10(5-6-20(19)2)7-14-17(24-9-23-14)15(16)12-4-3-11(21)8-13(12)18(19)22/h3-4,7-8,21H,5-6,9H2,1-2H3	324.123034024	CN1CCc2cc3c(c4c2C1(C)C(=O)c1cc(O)ccc1-4)OCO3	GIONINGVLGZFDK	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.907782
C19H16O8	InChI=1S/C19H16O8/c1-22-13-7-10(20)14-15(21)19(24-3)16(27-18(14)17(13)23-2)9-4-5-11-12(6-9)26-8-25-11/h4-7,20H,8H2,1-3H3	373.09179347199995	COc1cc(O)c2c(=O)c(OC)c(-c3ccc4c(c3)OCO4)oc2c1OC	RIBQNZSBOGKTHR	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.90772253
C11H10BrN5O2	InChI=1S/C11H10BrN5O2/c12-6-3-5-4(7-10(19)17-11(13)16-7)1-2-14-9(18)8(5)15-6/h3,15H,1-2H2,(H,14,18)(H3,13,16,17,19)/b7-4-	324.00906266	N=C1N=C(O)C(=C2CCNC(=O)c3[nH]c(Br)cc32)N1	ATBAETXFFCOZOY	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.90755355
C22H28O5	InChI=1S/C22H28O5/c1-25-16-7-5-4-6-15-13-18(21(26-2)22(27-3)20(15)24)17-12-14(8-10-16)9-11-19(17)23/h9,11-13,16,23-24H,4-8,10H2,1-3H3	373.20094999599996	COc1c2cc(c(O)c1OC)CCCCC(OC)CCc1ccc(O)c-2c1	VNTSAULBKYYEMX	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9075195
C20H20O7	InChI=1S/C20H20O7/c1-22-12-8-6-11(7-9-12)17-20(26-5)16(21)15-18(25-4)13(23-2)10-14(24-3)19(15)27-17/h6-10H,1-5H3	373.12817898	COc1ccc(-c2oc3c(OC)cc(OC)c(OC)c3c(=O)c2OC)cc1	JPQBOQRCDMMBBM	N/A	Kalkitoxin_thioamide_alcohol M+Na	0.9074716
C15H22O5	InChI=1S/C15H22O5/c1-12(17)3-4-15(10-9(12)19-10)11-18-8-5-13(15,2)14(6-8,7-16)20-11/h8-11,16-17H,3-7H2,1-2H3/t8-,9+,10-,11-,12+,13+,14+,15+/m1/s1	283.153999804	CC1(O)CCC2(C3OC4CC(CO)(O3)C2(C)C4)C2OC21	JYRLPQDQTAYTJX	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9074177
C19H17NO5	InChI=1S/C19H17NO5/c1-22-13-4-3-11-16(18(13)23-2)17-12-8-15-14(24-9-25-15)7-10(12)5-6-20(17)19(11)21/h3-4,7-8,17H,5-6,9H2,1-2H3	340.117948644	COc1ccc2c(c1OC)C1c3cc4c(cc3CCN1C2=O)OCO4	FANIZYOYPJRPLY	N/A	Curazole in 3L M+H	0.90740466
C15H22O5	InChI=1S/C15H22O5/c1-11(2)5-4-10(17)12(3)13(11)6-7-14(18,9-16)15(19,8-13)20-12/h4-5,16,18-19H,6-9H2,1-3H3	283.153999804	CC1(C)C=CC(=O)C2(C)OC3(O)CC12CCC3(O)CO	WGPNDQAUYHDXQA	CC[C@@H](C)C(=O)N(C)CC[C@@H](C)C[C@H](C)[C@H](C)CC1=N[C@@H](CS1)C=C	Kalkitoxin M+H	0.9073923
C20H34O7	InChI=1S/C20H34O7/c1-5-17(2)8-20(27)7-10(22)14-18(3,9-21)11(23)6-12(24)19(14,4)15(20)13(25)16(17)26/h5,10-16,21-27H,1,6-9H2,2-4H3	387.237729428	C=CC1(C)CC2(O)CC(O)C3C(C)(CO)C(O)CC(O)C3(C)C2C(O)C1O	ROIUQOHGZBPLDN	N/A	Kalkitoxin_thioamide_alcohol M+H	0.9072534
C19H21N3O2	InChI=1S/C19H21N3O2/c1-5-19(3,4)16-13(12-8-6-7-9-14(12)21-16)10-15-18(24)20-11(2)17(23)22-15/h5-11,21H,1H2,2-4H3,(H,20,24)(H,22,23)/b15-10-	324.170652912	C=CC(C)(C)c1[nH]c2ccccc2c1C=C1N=C(O)C(C)N=C1O	MYRPIYZIAHOECW	CCCCCCCCC(C)[C@@H]([C@H](C)C(=O)N1CCC[C@H]1C(=O)O)OC(=O)C	Tumonoic_acid_F M+H	0.907244
C20H21NO4	InChI=1S/C20H21NO4/c1-21-8-7-12-10-15(24-3)19(22)18-16(12)13(21)9-11-5-6-14(23-2)20(25-4)17(11)18/h5-6,9-10,22H,7-8H2,1-4H3	340.154334152	COc1ccc2cc3c4c(cc(OC)c(O)c4c2c1OC)CCN3C	JBRXGCUFNVHPJC	N/A	Curazole in 3L M+H	0.9068402
C13H24O2	InChI=1S/C13H24O2/c1-3-11-7-5-6-9-13(14-11)10-8-12(4-2)15-13/h11-12H,3-10H2,1-2H3	213.18490600799998	CCC1CCCCC2(CCC(CC)O2)O1	SOXITGSDPZLVJM	CC[C@H]1[C@@H]2C[C@H]3[C@@H]([C@H]2/C=C\C/C=C\CCCCC(=O)O1)O3	Ecklonialactone_A M+H	0.9067343
